assertion_id,assertion_target_id,assertion_target_type,assertion_parent_assertion_id,assertion_type,assertion_made_date,assertion_effective_date,assertion_value,assertion_value_numeric,assertion_unit,assertion_by_agent_name,assertion_by_agent_id,assertion_protocol,assertion_protocol_id,assertion_remarks
e6b90f50-2fa9-46f4-8844-16708626d6f6,5c488c08-8cab-444a-9598-806dd0abec85,MATERIAL_ENTITY,,Spore length,,,,11.0,µm,,,,,
a797a72a-334c-4ca4-8308-ff7d6df05e81,5c488c08-8cab-444a-9598-806dd0abec85,MATERIAL_ENTITY,,Spore length,,,,11.5,µm,,,,,
ceb894c4-8558-4130-9270-acf70c11ce5e,5c488c08-8cab-444a-9598-806dd0abec85,MATERIAL_ENTITY,,Spore length,,,,11.5,µm,,,,,
8af1084c-2b25-4d3c-b087-a9c0a446a8d3,5c488c08-8cab-444a-9598-806dd0abec85,MATERIAL_ENTITY,,Spore length,,,,11.5,µm,,,,,
2a6d2695-a2c5-4701-b018-966f11d0dd21,5c488c08-8cab-444a-9598-806dd0abec85,MATERIAL_ENTITY,,Spore length,,,,11.5,µm,,,,,
8efa7f79-ed29-4e8f-9ea1-36eddad25228,5c488c08-8cab-444a-9598-806dd0abec85,MATERIAL_ENTITY,,Spore length,,,,11.5,µm,,,,,
0fb9fe51-6b9a-438d-b36a-df3811b2e8b5,5c488c08-8cab-444a-9598-806dd0abec85,MATERIAL_ENTITY,,Spore length,,,,12.0,µm,,,,,
aefe13b4-859f-4d73-ab59-7a9016823618,5c488c08-8cab-444a-9598-806dd0abec85,MATERIAL_ENTITY,,Spore length,,,,12.0,µm,,,,,
abebbb2a-8143-4702-9727-79c86303b452,5c488c08-8cab-444a-9598-806dd0abec85,MATERIAL_ENTITY,,Spore length,,,,12.5,µm,,,,,
abac43a1-918a-4e11-8785-700e6c460857,5c488c08-8cab-444a-9598-806dd0abec85,MATERIAL_ENTITY,,Spore length,,,,12.5,µm,,,,,
431bef2d-d722-4d6b-bb5b-c283b54b6245,5c488c08-8cab-444a-9598-806dd0abec85,MATERIAL_ENTITY,,Spore length,,,,12.5,µm,,,,,
e06031fa-d0e2-48cb-9ff7-aeab659a4868,5c488c08-8cab-444a-9598-806dd0abec85,MATERIAL_ENTITY,,Spore length,,,,13.0,µm,,,,,
dfbc03a2-8696-4a3d-9a06-895e9264a07d,5c488c08-8cab-444a-9598-806dd0abec85,MATERIAL_ENTITY,,Spore length,,,,13.0,µm,,,,,
259b7c43-abe7-4850-af87-60e011f776ae,5c488c08-8cab-444a-9598-806dd0abec85,MATERIAL_ENTITY,,Spore length,,,,13.0,µm,,,,,
3fc4acfd-4bf0-46a9-9558-a1c6720d9ae8,5c488c08-8cab-444a-9598-806dd0abec85,MATERIAL_ENTITY,,Spore length,,,,13.5,µm,,,,,
e7f81312-ba27-4163-b4ad-1d6ad1336eb8,ff3c4518-d18d-4673-99f5-3a80fa1ce066,OCCURRENCE,,MACROCHEMICAL REACTION (10 % KOH) in context,,,brownish,,,,,,,
caca049c-1eee-404d-ae09-6372ceb24f9a,ff3c4518-d18d-4673-99f5-3a80fa1ce066,OCCURRENCE,,MACROCHEMICAL REACTION (10 % KOH) on bulbipellis,,,negative,,,,,,,
d07391ab-a27c-4ca0-a66f-28de069458c8,ff3c4518-d18d-4673-99f5-3a80fa1ce066,OCCURRENCE,,MACROCHEMICAL REACTION (10 % KOH) on pileus,,,brownish,,,,,,,
70d6306c-1d52-458b-b4be-44c441390a77,ff3c4518-d18d-4673-99f5-3a80fa1ce066,OCCURRENCE,,MACROCHEMICAL REACTION (10 % KOH) on rhizomorphs,,,strongly blood red to pink-red,,,,,,,
26207188-6e7f-4a56-95e8-f1cda99483fb,ff3c4518-d18d-4673-99f5-3a80fa1ce066,OCCURRENCE,,MACROCHEMICAL REACTION (10 % KOH) on veil at bulb margin,,,dark brownish to almost blackish,,,,,,,
